restaurant_name,dish_name,allergens,guidance_tier,cross_contact
KENKA,Tori Kara,"gluten (likely, medium)",Could modify,unknown
KENKA,Cream Croquette,"gluten (likely, high)",Flagged,unknown
KENKA,Kushi Katsu,"gluten (likely, high)",Flagged,unknown
KENKA,Kaki Fry,"gluten (likely, high)",Flagged,unknown
KENKA,Kaeru No Kara Age,"gluten (likely, medium)",Could modify,unknown
KENKA,Tonkatsu Pork Cutlet,"gluten (likely, high)",Flagged,unknown
KENKA,Ebi Fry,"gluten (likely, high)",Flagged,unknown
KENKA,Croquette,"gluten (likely, high)",Flagged,unknown
KENKA,Ika Geso Kara Age,"gluten (likely, medium)",Could modify,unknown
KENKA,French Fries,none flagged,Unknown,unknown
KENKA,Edamame,none flagged,No allergens flagged,unknown
KENKA,Tako Wasabi,none flagged,No allergens flagged,unknown
KENKA,Kimchee,none flagged,No allergens flagged,unknown
KENKA,Asa Zuke,none flagged,No allergens flagged,unknown
KENKA,Shiokara,none flagged,No allergens flagged,unknown
KENKA,Shirasu Oroshi,none flagged,No allergens flagged,unknown
KENKA,Hiya Yakko,"gluten (likely, medium)",Could modify,unknown
KENKA,Ton Soku,none flagged,No allergens flagged,unknown
KENKA,Buta No Kakuni,"gluten (likely, medium)",Could modify,unknown
KENKA,Niku Jaga,gluten (declared),Flagged,unknown
KENKA,Harumaki,"gluten (likely, high)",Flagged,unknown
KENKA,Shumai,"gluten (likely, high)",Flagged,unknown
KENKA,Gyoza,"gluten (likely, high)",Flagged,unknown
KENKA,Charsu,"gluten (likely, medium)",Could modify,unknown
KENKA,Agedashi Tofu,"gluten (likely, medium)",Could modify,unknown
KENKA,Okonomiyaki,"gluten (likely, high)",Flagged,unknown
KENKA,Moro Q,"gluten (likely, medium)",Could modify,unknown
KENKA,Arabiki Wiener,none flagged,No allergens flagged,unknown
KENKA,Mentai Kyuri,none flagged,No allergens flagged,unknown
KENKA,Chawanmushi,"gluten (likely, medium)",Could modify,unknown
KENKA,Natta,none flagged,No allergens flagged,unknown
KENKA,Ohitashi,none flagged,No allergens flagged,unknown
KENKA,Yaki Nasu,"gluten (likely, medium)",Could modify,unknown
KENKA,Hijiki,none flagged,No allergens flagged,unknown
KENKA,Oden,"gluten (likely, medium)",Could modify,unknown
KENKA,Satsuma Age,"gluten (likely, medium)",Could modify,unknown
KENKA,Yu Dofu,gluten (declared),Flagged,unknown
KENKA,Yamaimo Senbongiri,none flagged,No allergens flagged,unknown
KENKA,Dengaku,"gluten (likely, medium)",Could modify,unknown
KENKA,Motsu Ni,"gluten (likely, medium)",Could modify,unknown
KENKA,Hotate Butter,none flagged,No allergens flagged,unknown
KENKA,Namako Su,none flagged,No allergens flagged,unknown
KENKA,Aspara Bacon,none flagged,No allergens flagged,unknown
KENKA,Takoyaki,gluten (declared),Flagged,unknown
KENKA,Sparerib Bbq Ribs,"gluten (likely, medium)",Could modify,unknown
KENKA,Kinoko Butter,none flagged,No allergens flagged,unknown
KENKA,Hamburg Hamburg Steak,"gluten (likely, medium)",Could modify,unknown
KENKA,Ice Cream,none flagged,No allergens flagged,unknown
KENKA,Anmitsu Cubes,none flagged,No allergens flagged,unknown
KENKA,Mochi Ice Cream,none flagged,No allergens flagged,unknown
KENKA,Green Tea Float,none flagged,Unknown,unknown
KENKA,Coke Float,none flagged,Unknown,unknown
Klong,Goong Kratiem,none flagged,No allergens flagged,unknown
Klong,Pla Meuk Kai Kem,none flagged,No allergens flagged,unknown
Klong,Goong Ob Woonsen,none flagged,No allergens flagged,unknown
Klong,Hor Mok,none flagged,No allergens flagged,unknown
Klong,Seafood Sukiyaki,none flagged,No allergens flagged,unknown
Klong,Tom Som Pla Tod,none flagged,Unknown,unknown
Klong,Mango Fish Salsa,tree nut (declared),Flagged,unknown
Klong,Pad Dok Gui Chai,none flagged,No allergens flagged,unknown
Klong,Pla Tod,tree nut (declared),Flagged,unknown
Klong,Kang Kua,none flagged,No allergens flagged,unknown
Klong,Cauliflower Massaman,peanut (declared),Flagged,unknown
Klong,Beef Short Rib Green Curry,none flagged,No allergens flagged,unknown
Klong,Siamese Cassia Curry,none flagged,No allergens flagged,unknown
Klong,Duck Fig Curry,none flagged,No allergens flagged,unknown
Klong,Taro Spring Rolls,"gluten (likely, medium)",Could modify,unknown
Klong,Fried Gyoza,"gluten (likely, high)",Flagged,unknown
Klong,Coconut Calamari,"gluten (likely, medium)",Could modify,unknown
Klong,Chicken Skin Nam Prick Kee Ga,none flagged,No allergens flagged,unknown
Klong,Crab Rangoons,"gluten (likely, high)",Flagged,unknown
Klong,Klong Chicken Wings,none flagged,Unknown,unknown
Klong,Larb Mhoo Tod,none flagged,No allergens flagged,unknown
Klong,Edamame,none flagged,No allergens flagged,unknown
Klong,Chicken & Shrimp Dumpling,"gluten (likely, high)",Flagged,unknown
Klong,Sao-Nam,none flagged,No allergens flagged,unknown
Klong,Ong Pu,none flagged,No allergens flagged,unknown
Klong,Grilled Squid Leg,none flagged,No allergens flagged,unknown
Klong,Kor Moo Yang,none flagged,No allergens flagged,unknown
Klong,Thai Coconut Salad,none flagged,No allergens flagged,unknown
Klong,Papaya Salad,peanut (declared),Flagged,unknown
Klong,Yum Makuer,none flagged,No allergens flagged,unknown
Klong,Yum Naem,none flagged,No allergens flagged,unknown
Klong,Yum Kai Dao,none flagged,No allergens flagged,unknown
Klong,Yum Pu Dong,none flagged,No allergens flagged,unknown
Klong,Tom Kha Gai,none flagged,No allergens flagged,unknown
Klong,Tom Yum Prawn River,none flagged,No allergens flagged,unknown
Klong,Kapi Fried Rice,none flagged,No allergens flagged,unknown
Klong,Khao Pad Pu,none flagged,No allergens flagged,unknown
Klong,Klong Pad Thai,peanut (declared),Flagged,unknown
Klong,Beef See Euw,"gluten (likely, medium)",Could modify,unknown
Klong,Kua Gai Noodle,"gluten (likely, medium)",Could modify,unknown
Klong,Chicken Drunken Noodle,"gluten (likely, medium)",Could modify,unknown
Klong,Krapow Nuer,"gluten (likely, medium)",Could modify,unknown
Klong,Bamii Road Side Noodle,"peanut (declared); gluten (likely, high)",Flagged,unknown
Klong,Bamii Ped,"gluten (likely, high)",Flagged,unknown
Klong,Khao Soi Noodle Soup,"gluten (likely, high)",Flagged,unknown
Klong,Pea Shoots,none flagged,No allergens flagged,unknown
Klong,Lotus Roots,none flagged,No allergens flagged,unknown
Klong,Rice,none flagged,No allergens flagged,unknown
Klong,Sticky Rice,none flagged,No allergens flagged,unknown
Klong,Coconut Rice,none flagged,No allergens flagged,unknown
Klong,Fried Egg,none flagged,No allergens flagged,unknown
Klong,Lunch Special Combo,"peanut (declared); peanut (likely, medium); gluten (likely, medium)",Flagged,unknown
Klong,Pork Sukiyaki,none flagged,No allergens flagged,unknown
Klong,Sapporo Draft Beer,"gluten (likely, medium)",Could modify,unknown
Klong,Mojito / Margarita (flavored cocktails),none flagged,Unknown,unknown
Klong,Sangria,none flagged,Unknown,unknown
Klong,Phuket Bucket,none flagged,Unknown,unknown
Klong,Wine by the Glass,none flagged,Unknown,unknown
Klong,Mimosa,none flagged,Unknown,unknown
Klong,Ayudhya Rice Pudding,none flagged,No allergens flagged,unknown
Klong,Green Tea Ice Cream,peanut (declared),Flagged,unknown
Klong,Coconut Ice Cream,peanut (declared),Flagged,unknown
Klong,Khao-Tom-Mud,none flagged,No allergens flagged,unknown
Klong,Warm Truffle Chocolate Cake,"gluten (likely, high)",Flagged,unknown
Kyuubi Sushi Omakase,Omakase A,"gluten (likely, medium)",Could modify,unknown
Kyuubi Sushi Omakase,Omakase B,"gluten (likely, medium)",Could modify,unknown
Kyuubi Sushi Omakase,A5 Wagyu,"gluten (likely, medium)",Could modify,unknown
Kyuubi Sushi Omakase,Salmon Don,"gluten (likely, medium)",Could modify,unknown
Kyuubi Sushi Omakase,Unagi Don,"gluten (likely, high)",Flagged,unknown
Kyuubi Sushi Omakase,Chu Toro,none flagged,No allergens flagged,unknown
La Palapa,Taquiza Tacos,"peanut (likely, medium)",Could modify,"Restaurant discloses: ""La Palapa cooks with peanuts, tree nuts, shellfish and legumes. Most of our menu is gluten free but our kitchen contains items with gluten. Please let us know if you have an allergy."""
La Palapa,Tacos de Pescado,none flagged,No allergens flagged,"Restaurant discloses: ""La Palapa cooks with peanuts, tree nuts, shellfish and legumes. Most of our menu is gluten free but our kitchen contains items with gluten. Please let us know if you have an allergy."""
La Palapa,Tacos Vegan Avocado Corn,"peanut (likely, medium)",Could modify,"Restaurant discloses: ""La Palapa cooks with peanuts, tree nuts, shellfish and legumes. Most of our menu is gluten free but our kitchen contains items with gluten. Please let us know if you have an allergy."""
La Palapa,Bistec,none flagged,No allergens flagged,"Restaurant discloses: ""La Palapa cooks with peanuts, tree nuts, shellfish and legumes. Most of our menu is gluten free but our kitchen contains items with gluten. Please let us know if you have an allergy."""
La Palapa,Tinga de Pollo,none flagged,No allergens flagged,"Restaurant discloses: ""La Palapa cooks with peanuts, tree nuts, shellfish and legumes. Most of our menu is gluten free but our kitchen contains items with gluten. Please let us know if you have an allergy."""
La Palapa,Hongos,none flagged,No allergens flagged,"Restaurant discloses: ""La Palapa cooks with peanuts, tree nuts, shellfish and legumes. Most of our menu is gluten free but our kitchen contains items with gluten. Please let us know if you have an allergy."""
La Palapa,Rajas Poblanas,none flagged,No allergens flagged,"Restaurant discloses: ""La Palapa cooks with peanuts, tree nuts, shellfish and legumes. Most of our menu is gluten free but our kitchen contains items with gluten. Please let us know if you have an allergy."""
La Palapa,Al Pastor Pork,none flagged,No allergens flagged,"Restaurant discloses: ""La Palapa cooks with peanuts, tree nuts, shellfish and legumes. Most of our menu is gluten free but our kitchen contains items with gluten. Please let us know if you have an allergy."""
La Palapa,Barbacoa Rez,none flagged,No allergens flagged,"Restaurant discloses: ""La Palapa cooks with peanuts, tree nuts, shellfish and legumes. Most of our menu is gluten free but our kitchen contains items with gluten. Please let us know if you have an allergy."""
La Palapa,Chorizo,none flagged,No allergens flagged,"Restaurant discloses: ""La Palapa cooks with peanuts, tree nuts, shellfish and legumes. Most of our menu is gluten free but our kitchen contains items with gluten. Please let us know if you have an allergy."""
La Palapa,Esquites,none flagged,No allergens flagged,"Restaurant discloses: ""La Palapa cooks with peanuts, tree nuts, shellfish and legumes. Most of our menu is gluten free but our kitchen contains items with gluten. Please let us know if you have an allergy."""
La Palapa,Camarones,none flagged,No allergens flagged,"Restaurant discloses: ""La Palapa cooks with peanuts, tree nuts, shellfish and legumes. Most of our menu is gluten free but our kitchen contains items with gluten. Please let us know if you have an allergy."""
La Palapa,La Palapa Burrito,"gluten (likely, high)",Flagged,"Restaurant discloses: ""La Palapa cooks with peanuts, tree nuts, shellfish and legumes. Most of our menu is gluten free but our kitchen contains items with gluten. Please let us know if you have an allergy."""
La Palapa,Guacamole por Orden,none flagged,No allergens flagged,"Restaurant discloses: ""La Palapa cooks with peanuts, tree nuts, shellfish and legumes. Most of our menu is gluten free but our kitchen contains items with gluten. Please let us know if you have an allergy."""
La Palapa,Tamales,"peanut (likely, medium); tree nut (likely, medium)",Could modify,"Restaurant discloses: ""La Palapa cooks with peanuts, tree nuts, shellfish and legumes. Most of our menu is gluten free but our kitchen contains items with gluten. Please let us know if you have an allergy."""
La Palapa,Birria Flautas,none flagged,No allergens flagged,"Restaurant discloses: ""La Palapa cooks with peanuts, tree nuts, shellfish and legumes. Most of our menu is gluten free but our kitchen contains items with gluten. Please let us know if you have an allergy."""
La Palapa,Sopa de la Casa: Pozole Rojo,none flagged,No allergens flagged,"Restaurant discloses: ""La Palapa cooks with peanuts, tree nuts, shellfish and legumes. Most of our menu is gluten free but our kitchen contains items with gluten. Please let us know if you have an allergy."""
La Palapa,Elote del Mercado,none flagged,No allergens flagged,"Restaurant discloses: ""La Palapa cooks with peanuts, tree nuts, shellfish and legumes. Most of our menu is gluten free but our kitchen contains items with gluten. Please let us know if you have an allergy."""
La Palapa,Taquitos De Papa,none flagged,No allergens flagged,"Restaurant discloses: ""La Palapa cooks with peanuts, tree nuts, shellfish and legumes. Most of our menu is gluten free but our kitchen contains items with gluten. Please let us know if you have an allergy."""
La Palapa,Chalupas con Chorizo Casero,none flagged,No allergens flagged,"Restaurant discloses: ""La Palapa cooks with peanuts, tree nuts, shellfish and legumes. Most of our menu is gluten free but our kitchen contains items with gluten. Please let us know if you have an allergy."""
La Palapa,Plátanos con Crema,none flagged,No allergens flagged,"Restaurant discloses: ""La Palapa cooks with peanuts, tree nuts, shellfish and legumes. Most of our menu is gluten free but our kitchen contains items with gluten. Please let us know if you have an allergy."""
La Palapa,Calamares,"gluten (likely, medium)",Could modify,"Restaurant discloses: ""La Palapa cooks with peanuts, tree nuts, shellfish and legumes. Most of our menu is gluten free but our kitchen contains items with gluten. Please let us know if you have an allergy."""
La Palapa,Enchiladas de Pollo-Mole,"peanut (likely, medium); tree nut (likely, medium)",Could modify,"Restaurant discloses: ""La Palapa cooks with peanuts, tree nuts, shellfish and legumes. Most of our menu is gluten free but our kitchen contains items with gluten. Please let us know if you have an allergy."""
La Palapa,Enchiladas de Pollo-Verdes,none flagged,No allergens flagged,"Restaurant discloses: ""La Palapa cooks with peanuts, tree nuts, shellfish and legumes. Most of our menu is gluten free but our kitchen contains items with gluten. Please let us know if you have an allergy."""
La Palapa,Enchiladas Fundidas de Carne Asada,none flagged,No allergens flagged,"Restaurant discloses: ""La Palapa cooks with peanuts, tree nuts, shellfish and legumes. Most of our menu is gluten free but our kitchen contains items with gluten. Please let us know if you have an allergy."""
La Palapa,Enchiladas de Huitlacoche,none flagged,No allergens flagged,"Restaurant discloses: ""La Palapa cooks with peanuts, tree nuts, shellfish and legumes. Most of our menu is gluten free but our kitchen contains items with gluten. Please let us know if you have an allergy."""
La Palapa,Arrachera al Tequila con Jalapeños Torreados,none flagged,No allergens flagged,"Restaurant discloses: ""La Palapa cooks with peanuts, tree nuts, shellfish and legumes. Most of our menu is gluten free but our kitchen contains items with gluten. Please let us know if you have an allergy."""
La Palapa,Pato al Mole Negro Oaxaqueño,"peanut (likely, medium); tree nut (likely, medium)",Could modify,"Restaurant discloses: ""La Palapa cooks with peanuts, tree nuts, shellfish and legumes. Most of our menu is gluten free but our kitchen contains items with gluten. Please let us know if you have an allergy."""
La Palapa,Camarones al Mojo de Ajo,none flagged,No allergens flagged,"Restaurant discloses: ""La Palapa cooks with peanuts, tree nuts, shellfish and legumes. Most of our menu is gluten free but our kitchen contains items with gluten. Please let us know if you have an allergy."""
La Palapa,Camarones en Mole Negro,"peanut (likely, medium); tree nut (likely, medium)",Could modify,"Restaurant discloses: ""La Palapa cooks with peanuts, tree nuts, shellfish and legumes. Most of our menu is gluten free but our kitchen contains items with gluten. Please let us know if you have an allergy."""
La Palapa,Chile Relleno,"gluten (likely, medium)",Could modify,"Restaurant discloses: ""La Palapa cooks with peanuts, tree nuts, shellfish and legumes. Most of our menu is gluten free but our kitchen contains items with gluten. Please let us know if you have an allergy."""
La Palapa,Plato Vegan Tepozteco,none flagged,No allergens flagged,"Restaurant discloses: ""La Palapa cooks with peanuts, tree nuts, shellfish and legumes. Most of our menu is gluten free but our kitchen contains items with gluten. Please let us know if you have an allergy."""
La Palapa,Plato Vegetariano Azteca,none flagged,No allergens flagged,"Restaurant discloses: ""La Palapa cooks with peanuts, tree nuts, shellfish and legumes. Most of our menu is gluten free but our kitchen contains items with gluten. Please let us know if you have an allergy."""
La Palapa,Barbacoa de Cordero Catalina,none flagged,No allergens flagged,"Restaurant discloses: ""La Palapa cooks with peanuts, tree nuts, shellfish and legumes. Most of our menu is gluten free but our kitchen contains items with gluten. Please let us know if you have an allergy."""
La Palapa,Tacos de Carnitas,none flagged,No allergens flagged,"Restaurant discloses: ""La Palapa cooks with peanuts, tree nuts, shellfish and legumes. Most of our menu is gluten free but our kitchen contains items with gluten. Please let us know if you have an allergy."""
La Palapa,Camarones Mojo De Ajo,none flagged,No allergens flagged,"Restaurant discloses: ""La Palapa cooks with peanuts, tree nuts, shellfish and legumes. Most of our menu is gluten free but our kitchen contains items with gluten. Please let us know if you have an allergy."""
La Palapa,Enchiladas de Hongos-Verdes,none flagged,No allergens flagged,"Restaurant discloses: ""La Palapa cooks with peanuts, tree nuts, shellfish and legumes. Most of our menu is gluten free but our kitchen contains items with gluten. Please let us know if you have an allergy."""
La Palapa,Enchiladas de Hongos-Mole Rojo,"peanut (likely, medium); tree nut (likely, medium)",Could modify,"Restaurant discloses: ""La Palapa cooks with peanuts, tree nuts, shellfish and legumes. Most of our menu is gluten free but our kitchen contains items with gluten. Please let us know if you have an allergy."""
La Palapa,Romántica,tree nut (declared),Flagged,"Restaurant discloses: ""La Palapa cooks with peanuts, tree nuts, shellfish and legumes. Most of our menu is gluten free but our kitchen contains items with gluten. Please let us know if you have an allergy."""
La Palapa,César Cardini,"tree nut (declared); gluten (likely, high)",Flagged,"Restaurant discloses: ""La Palapa cooks with peanuts, tree nuts, shellfish and legumes. Most of our menu is gluten free but our kitchen contains items with gluten. Please let us know if you have an allergy."""
La Palapa,Nopalitos,none flagged,No allergens flagged,"Restaurant discloses: ""La Palapa cooks with peanuts, tree nuts, shellfish and legumes. Most of our menu is gluten free but our kitchen contains items with gluten. Please let us know if you have an allergy."""
La Palapa,Palmitos,none flagged,No allergens flagged,"Restaurant discloses: ""La Palapa cooks with peanuts, tree nuts, shellfish and legumes. Most of our menu is gluten free but our kitchen contains items with gluten. Please let us know if you have an allergy."""
La Palapa,Piña asada,none flagged,No allergens flagged,"Restaurant discloses: ""La Palapa cooks with peanuts, tree nuts, shellfish and legumes. Most of our menu is gluten free but our kitchen contains items with gluten. Please let us know if you have an allergy."""
La Palapa,Cebollitas,none flagged,No allergens flagged,"Restaurant discloses: ""La Palapa cooks with peanuts, tree nuts, shellfish and legumes. Most of our menu is gluten free but our kitchen contains items with gluten. Please let us know if you have an allergy."""
La Palapa,Jalapeños Torreados,none flagged,No allergens flagged,"Restaurant discloses: ""La Palapa cooks with peanuts, tree nuts, shellfish and legumes. Most of our menu is gluten free but our kitchen contains items with gluten. Please let us know if you have an allergy."""
La Palapa,Charro Bacon Beans,none flagged,No allergens flagged,"Restaurant discloses: ""La Palapa cooks with peanuts, tree nuts, shellfish and legumes. Most of our menu is gluten free but our kitchen contains items with gluten. Please let us know if you have an allergy."""
La Palapa,Pan Frances Torrejas,"gluten (likely, high)",Flagged,"Restaurant discloses: ""La Palapa cooks with peanuts, tree nuts, shellfish and legumes. Most of our menu is gluten free but our kitchen contains items with gluten. Please let us know if you have an allergy."""
La Palapa,Huevos a La Mexicana,none flagged,No allergens flagged,"Restaurant discloses: ""La Palapa cooks with peanuts, tree nuts, shellfish and legumes. Most of our menu is gluten free but our kitchen contains items with gluten. Please let us know if you have an allergy."""
La Palapa,Huevos Rancheros Verdes,none flagged,No allergens flagged,"Restaurant discloses: ""La Palapa cooks with peanuts, tree nuts, shellfish and legumes. Most of our menu is gluten free but our kitchen contains items with gluten. Please let us know if you have an allergy."""
La Palapa,Molletes,"gluten (likely, high)",Flagged,"Restaurant discloses: ""La Palapa cooks with peanuts, tree nuts, shellfish and legumes. Most of our menu is gluten free but our kitchen contains items with gluten. Please let us know if you have an allergy."""
La Palapa,Avocado Toast,"gluten (likely, high)",Flagged,"Restaurant discloses: ""La Palapa cooks with peanuts, tree nuts, shellfish and legumes. Most of our menu is gluten free but our kitchen contains items with gluten. Please let us know if you have an allergy."""
La Palapa,Huevos Tulum (keto),none flagged,No allergens flagged,"Restaurant discloses: ""La Palapa cooks with peanuts, tree nuts, shellfish and legumes. Most of our menu is gluten free but our kitchen contains items with gluten. Please let us know if you have an allergy."""
La Palapa,Burrito Bowl,none flagged,No allergens flagged,"Restaurant discloses: ""La Palapa cooks with peanuts, tree nuts, shellfish and legumes. Most of our menu is gluten free but our kitchen contains items with gluten. Please let us know if you have an allergy."""
La Palapa,Vegan Bowl,none flagged,No allergens flagged,"Restaurant discloses: ""La Palapa cooks with peanuts, tree nuts, shellfish and legumes. Most of our menu is gluten free but our kitchen contains items with gluten. Please let us know if you have an allergy."""
La Palapa,BEC & Avocado Sandwich,"gluten (likely, high)",Flagged,"Restaurant discloses: ""La Palapa cooks with peanuts, tree nuts, shellfish and legumes. Most of our menu is gluten free but our kitchen contains items with gluten. Please let us know if you have an allergy."""
La Palapa,Breakfast Burrito,"gluten (likely, high)",Flagged,"Restaurant discloses: ""La Palapa cooks with peanuts, tree nuts, shellfish and legumes. Most of our menu is gluten free but our kitchen contains items with gluten. Please let us know if you have an allergy."""
La Palapa,Breakfast Tacos,"gluten (likely, medium)",Could modify,"Restaurant discloses: ""La Palapa cooks with peanuts, tree nuts, shellfish and legumes. Most of our menu is gluten free but our kitchen contains items with gluten. Please let us know if you have an allergy."""
La Palapa,Chilaquiles Verdes,none flagged,No allergens flagged,"Restaurant discloses: ""La Palapa cooks with peanuts, tree nuts, shellfish and legumes. Most of our menu is gluten free but our kitchen contains items with gluten. Please let us know if you have an allergy."""
La Palapa,Huevos Choriqueso,none flagged,No allergens flagged,"Restaurant discloses: ""La Palapa cooks with peanuts, tree nuts, shellfish and legumes. Most of our menu is gluten free but our kitchen contains items with gluten. Please let us know if you have an allergy."""
La Palapa,Pepito,"gluten (likely, high)",Flagged,"Restaurant discloses: ""La Palapa cooks with peanuts, tree nuts, shellfish and legumes. Most of our menu is gluten free but our kitchen contains items with gluten. Please let us know if you have an allergy."""
La Palapa,Torta de Pollo,"gluten (likely, high)",Flagged,"Restaurant discloses: ""La Palapa cooks with peanuts, tree nuts, shellfish and legumes. Most of our menu is gluten free but our kitchen contains items with gluten. Please let us know if you have an allergy."""
La Palapa,La Palapa Margarita,none flagged,No allergens flagged,"Restaurant discloses: ""La Palapa cooks with peanuts, tree nuts, shellfish and legumes. Most of our menu is gluten free but our kitchen contains items with gluten. Please let us know if you have an allergy."""
La Palapa,Micheladas (beer cocktails),"gluten (likely, medium)",Could modify,"Restaurant discloses: ""La Palapa cooks with peanuts, tree nuts, shellfish and legumes. Most of our menu is gluten free but our kitchen contains items with gluten. Please let us know if you have an allergy."""
La Palapa,Cerveza (Beer),"gluten (likely, medium)",Could modify,"Restaurant discloses: ""La Palapa cooks with peanuts, tree nuts, shellfish and legumes. Most of our menu is gluten free but our kitchen contains items with gluten. Please let us know if you have an allergy."""
La Palapa,Sangría,none flagged,No allergens flagged,"Restaurant discloses: ""La Palapa cooks with peanuts, tree nuts, shellfish and legumes. Most of our menu is gluten free but our kitchen contains items with gluten. Please let us know if you have an allergy."""
La Palapa,Aguas Frescas / Non-alcoholic beverages,none flagged,No allergens flagged,"Restaurant discloses: ""La Palapa cooks with peanuts, tree nuts, shellfish and legumes. Most of our menu is gluten free but our kitchen contains items with gluten. Please let us know if you have an allergy."""
La Palapa,Cocteles (specialty cocktails),none flagged,No allergens flagged,"Restaurant discloses: ""La Palapa cooks with peanuts, tree nuts, shellfish and legumes. Most of our menu is gluten free but our kitchen contains items with gluten. Please let us know if you have an allergy."""
La Palapa,Mezcal,none flagged,No allergens flagged,"Restaurant discloses: ""La Palapa cooks with peanuts, tree nuts, shellfish and legumes. Most of our menu is gluten free but our kitchen contains items with gluten. Please let us know if you have an allergy."""
La Palapa,Tequila,none flagged,No allergens flagged,"Restaurant discloses: ""La Palapa cooks with peanuts, tree nuts, shellfish and legumes. Most of our menu is gluten free but our kitchen contains items with gluten. Please let us know if you have an allergy."""
La Palapa,Cafecitos,none flagged,No allergens flagged,"Restaurant discloses: ""La Palapa cooks with peanuts, tree nuts, shellfish and legumes. Most of our menu is gluten free but our kitchen contains items with gluten. Please let us know if you have an allergy."""
La Palapa,Cocteles Especiales (Brunch),none flagged,No allergens flagged,"Restaurant discloses: ""La Palapa cooks with peanuts, tree nuts, shellfish and legumes. Most of our menu is gluten free but our kitchen contains items with gluten. Please let us know if you have an allergy."""
Little Kirin,The Pho Sandwich,"gluten (likely, high)",Flagged,unknown
Little Kirin,Grandma's Braised Pork (Sandwich),"gluten (likely, high)",Flagged,unknown
Little Kirin,Crispy Fried Chicken (Sandwich),"gluten (likely, high)",Flagged,unknown
Little Kirin,Salmon Katsu Po'Boy,"gluten (likely, high)",Flagged,unknown
Little Kirin,The Pho Bowl,"gluten (likely, medium)",Could modify,unknown
Little Kirin,Kirin BBQ Chicken,none flagged,No allergens flagged,unknown
Little Kirin,Firecracker Chicken,none flagged,No allergens flagged,unknown
Little Kirin,Sweet Chili Tofu Bowl,gluten (declared),Flagged,unknown
Little Kirin,Grandma's Braised Pork (Bowl),"gluten (likely, medium)",Could modify,unknown
Little Kirin,Crispy Fried Chicken (Bowl),"gluten (likely, high)",Flagged,unknown
Little Kirin,Salmon Katsu Bowl,"gluten (likely, high)",Flagged,unknown
Little Kirin,Crispy Kirin Tots,"gluten (likely, medium)",Could modify,unknown
Little Kirin,Loaded Kirin Tots,"gluten (likely, medium)",Could modify,unknown
Little Kirin,Fried Mantou Buns,"gluten (likely, high)",Flagged,unknown
Little Kirin,Chilled Cucumber Salad,none flagged,No allergens flagged,unknown
Little Kirin,Veggie Spring Roll,"gluten (likely, medium)",Could modify,unknown
Little Kirin,Macaroni Salad,"gluten (likely, high)",Flagged,unknown
Little Kirin,Pho Broth,none flagged,Unknown,unknown
Little Kirin,"Sauces (Sesame Aioli, Cajun Tartar, Ginger Scallion Aioli, Zesty)",none flagged,No allergens flagged,unknown
Little Kirin,The Bodega,"gluten (likely, high)",Flagged,unknown
Little Kirin,The Hangover Cure,"gluten (likely, high)",Flagged,unknown
Loong Noodles,Beef Rice Noodle / 牛肉汤粉/面,gluten (declared),Flagged,unknown
Loong Noodles,Lamb Rice Noodle / 羊肉汤粉/面,gluten (declared),Flagged,unknown
Loong Noodles,Spicy Chicken Rice Noodle / 辣鸡汤粉/面,gluten (declared),Flagged,unknown
Loong Noodles,Beef Tripe Rice Noodle / 牛肚汤粉/面,gluten (declared),Flagged,unknown
Loong Noodles,Pork Intestine Rice Noodle / 肥肠汤粉/面,gluten (declared),Flagged,unknown
Loong Noodles,Vegetable Noodle Soup / 清汤素粉/面,gluten (declared),Flagged,unknown
Loong Noodles,Tomato & Egg Noodle Soup / 西红柿鸡蛋汤粉/面,gluten (declared),Flagged,unknown
Loong Noodles,Sauerkraut & Pork Rice Noodle Soup / 酸菜肉沫粉/面,gluten (declared),Flagged,unknown
Loong Noodles,Dry Mixed Beef Noodle / 牛肉干拌粉/面,gluten (declared); peanut (declared),Flagged,unknown
Loong Noodles,Dry Mixed Chicken Noodle / 干拌辣鸡粉/面,gluten (declared); peanut (declared),Flagged,unknown
Loong Noodles,Dry Mixed Beef Tripe Noodle / 干拌牛肚粉/面,gluten (declared); peanut (declared),Flagged,unknown
Loong Noodles,Dry Mixed Pork Intestine Noodle / 干拌肥肠粉/面,gluten (declared); peanut (declared),Flagged,unknown
Loong Noodles,Dry Mixed Tomato and Egg Noodles / 西红柿鸡蛋拌粉/面,gluten (declared),Flagged,unknown
Loong Noodles,Wan Za Dry / 秘制豌杂粉/面,gluten (declared),Flagged,unknown
Loong Noodles,Mapo Tofu Dry Noodle / 麻婆豆腐粉/面,gluten (declared),Flagged,unknown
Loong Noodles,Dry Mix Sauerkraut & Pork Rice Noodle / 干拌酸菜肉沫粉/面,gluten (declared); peanut (declared),Flagged,unknown
Loong Noodles,Pork / 猪肉脆皮煎饺,"gluten (likely, high); gluten (likely, medium)",Flagged,unknown
Loong Noodles,Chicken / 鸡肉脆皮煎饺,"gluten (likely, high); gluten (likely, medium)",Flagged,unknown
Loong Noodles,Veg / 素脆皮煎饺,"gluten (likely, high); gluten (likely, medium)",Flagged,unknown
Loong Noodles,Chili Wonton / 红油抄手,"gluten (likely, high)",Flagged,unknown
Loong Noodles,Wonton Soup / 清汤抄手,"gluten (likely, high)",Flagged,unknown
